data_sozdaniya_zakaza,status_perevozki,gruzootpravitel,gruzopoluchatel,tip_gruza,gorod_zagruzki,gorod_razgruzki,rasstoyanie_km,marka_model_avto,tip_kuzova,gruzopodemnost_tonn,data_viezda,planovaya_data_pribytiya,fakticheskaya_data_pribytiya,identification_otklonenie_ot_plana_dney,srok_dostavki,tonnazh_gruza_tonn,obem_gruza_m3,kolichestvo_pozitsiy,tarif_summa,sebestoimost_perevozki,pribyl
2025-08-09,Запланирована,коммерческая компания,коммерческая компания,Сырье,Екатеринбург,Петрозаводск,2864.89,MAN TGS,Фургон,25.0,,2025-07-16,,Незначительный,0,19.41,58.18,57,384498,258591,125907
2025-08-12,Отменена,индивидуальный предприниматель,коммерческая компания,Продукты питания,Новосибирск,Пермь,4958.34,Scania R-series,Рефрижератор,10.0,,,,Незначительный,0,7.8,26.18,12,552857,461677,91180
2025-08-05,В пути,интернет-магазин,некоммерческая организация,ТНП,Пермь,Красноярск,3628.56,Volvo FH,Бортовой,10.0,2025-07-30,2025-08-16,,Незначительный,1,8.49,23.61,60,448382,365486,82895
2025-08-14,Доставлена,интернет-магазин,коммерческая компания,ТНП,Хабаровск,Сочи,573.64,ГАЗель Next,Бортовой,10.0,2025-07-22,2025-07-26,2025-08-01,Тревожный,4,5.92,17.97,6,83706,74902,8804
2025-08-19,Доставлена,коммерческая компания,индивидуальный предприниматель,Продукты питания,Челябинск,Мурманск,797.25,Scania R-series,Цистерна,25.0,2025-07-15,2025-07-19,2025-08-09,Тревожный,4,19.04,57.57,28,115490,71492,43998
2025-08-20,В пути,коммерческая компания,коммерческая компания,Продукты питания,Самара,Пермь,4643.8,Scania R-series,Бортовой,10.0,2025-08-03,2025-08-08,,Нарушенный,5,6.43,20.9,84,668462,467442,201020
2025-08-25,Доставлена,коммерческая компания,индивидуальный предприниматель,Опасный груз,Уфа,Самара,1863.69,КАМАЗ 5490,Тент,25.0,2025-07-15,2025-07-22,2025-08-02,Нарушенный,7,13.95,41.8,86,243845,209113,34731
2025-08-06,В пути,интернет-магазин,коммерческая компания,ТНП,Красноярск,Казань,2802.16,КАМАЗ 5490,Рефрижератор,5.0,2025-07-01,2025-07-30,,Незначительный,2,2.79,7.99,64,338369,257098,81270
2025-08-23,В пути,коммерческая компания,коммерческая компания,Стройматериалы,Хабаровск,Самара,3259.9,КАМАЗ 5490,Фургон,20.0,2025-08-10,2025-08-14,,Тревожный,4,12.48,36.01,82,448150,399495,48655
2025-07-16,Запланирована,интернет-магазин,коммерческая компания,ТНП,Челябинск,Санкт-Петербург,4062.17,КАМАЗ 5490,Бортовой,5.0,,2025-07-21,,Незначительный,0,3.8,10.85,16,463491,393094,70396
2025-08-28,Запланирована,интернет-магазин,некоммерческая организация,ТНП,Челябинск,Сочи,3962.78,Volvo FH,Тент,25.0,,2025-07-14,,Незначительный,0,21.6,72.94,71,528705,379765,148940
2025-08-22,В пути,интернет-магазин,коммерческая компания,ТНП,Уфа,Нижний Новгород,3313.14,Volvo FH,Цистерна,5.0,2025-07-18,2025-08-17,,Тревожный,3,4.58,13.14,84,481694,382154,99540
2025-07-18,Отменена,коммерческая компания,коммерческая компания,Продукты питания,Волгоград,Воронеж,824.3,MAN TGS,Тент,20.0,,,,Незначительный,0,11.36,36.92,68,116024,83356,32668
2025-07-08,Доставлена,коммерческая компания,некоммерческая организация,Сырье,Пермь,Мурманск,2775.75,ГАЗель Next,Рефрижератор,10.0,2025-07-20,2025-08-07,2025-08-21,Незначительный,1,8.53,21.5,84,295175,191776,103399
2025-08-04,Доставлена,коммерческая компания,коммерческая компания,Опасный груз,Челябинск,Пермь,728.36,MAN TGS,Рефрижератор,5.0,2025-08-18,2025-08-26,2025-08-29,Нарушенный,8,3.28,8.35,51,94942,76190,18751
2025-07-22,Запланирована,индивидуальный предприниматель,коммерческая компания,Опасный груз,Волгоград,Санкт-Петербург,594.44,MAN TGS,Фургон,25.0,,2025-08-20,,Незначительный,0,15.42,38.69,24,72929,50834,22095
2025-07-15,Отменена,индивидуальный предприниматель,коммерческая компания,Оборудование,Красноярск,Уфа,4014.77,КАМАЗ 5490,Рефрижератор,20.0,,,,Незначительный,0,19.76,63.01,57,516832,449620,67212
2025-08-19,Доставлена,интернет-магазин,коммерческая компания,ТНП,Владивосток,Санкт-Петербург,3822.51,MAN TGS,Бортовой,20.0,2025-07-21,2025-07-22,2025-08-27,Незначительный,1,17.0,53.65,43,468752,291678,177074
2025-08-03,В пути,коммерческая компания,коммерческая компания,Продукты питания,Волгоград,Сочи,862.55,MAN TGS,Бортовой,25.0,2025-07-16,2025-08-21,,Тревожный,3,24.64,75.4,89,103892,93378,10514
2025-08-04,Доставлена,интернет-магазин,коммерческая компания,ТНП,Волгоград,Мурманск,3166.84,MAN TGS,Рефрижератор,5.0,2025-07-02,2025-07-07,2025-08-10,Нарушенный,5,4.53,15.5,85,333371,286073,47298
2025-08-01,Доставлена,коммерческая компания,коммерческая компания,Опасный груз,Хабаровск,Нижний Новгород,2349.98,Scania R-series,Цистерна,25.0,2025-07-14,2025-07-19,2025-08-10,Нарушенный,5,21.05,65.05,1,296984,223499,73484
2025-07-27,Отменена,коммерческая компания,индивидуальный предприниматель,Сырье,Воронеж,Уфа,3414.71,MAN TGS,Цистерна,5.0,,,,Незначительный,0,2.57,6.82,57,391778,334786,56992
2025-08-15,Запланирована,коммерческая компания,коммерческая компания,Сырье,Воронеж,Казань,4937.28,MAN TGS,Рефрижератор,10.0,,2025-08-26,,Незначительный,0,5.74,15.85,51,732705,620694,112010
2025-07-28,Запланирована,коммерческая компания,индивидуальный предприниматель,Оборудование,Пермь,Екатеринбург,4379.45,Volvo FH,Рефрижератор,10.0,,2025-08-03,,Незначительный,0,6.27,20.44,89,495329,412096,83233
2025-07-23,В пути,коммерческая компания,коммерческая компания,Опасный груз,Уфа,Хабаровск,1442.1,ГАЗель Next,Тент,25.0,2025-07-05,2025-07-09,,Тревожный,4,19.18,51.53,57,159717,117641,42076
2025-07-22,Доставлена,коммерческая компания,индивидуальный предприниматель,Опасный груз,Мурманск,Санкт-Петербург,1419.71,КАМАЗ 5490,Рефрижератор,10.0,2025-08-11,2025-08-23,2025-08-29,Незначительный,1,6.8,17.62,83,174963,107200,67764
2025-07-17,Доставлена,коммерческая компания,коммерческая компания,Стройматериалы,Волгоград,Москва,4817.71,MAN TGS,Фургон,10.0,2025-07-28,2025-08-01,2025-08-04,Тревожный,4,6.89,20.21,5,603616,377395,226222
2025-07-24,Доставлена,коммерческая компания,индивидуальный предприниматель,Стройматериалы,Самара,Пермь,3068.55,КАМАЗ 5490,Бортовой,20.0,2025-07-29,2025-08-06,2025-08-08,Нарушенный,8,13.46,44.61,97,408921,360702,48219
2025-08-04,Отменена,коммерческая компания,коммерческая компания,Опасный груз,Омск,Владивосток,3733.02,КАМАЗ 5490,Цистерна,5.0,,,,Незначительный,0,3.56,10.01,5,459722,388671,71052
